ID,Year Birth,Education,Relationship Status,Kid in Home,Teen in Home,Date Customer,Recency,Amount of Wines,Amount of Fruits,Amount of Meat Products,Amount of Fish Products,Amount of Sweet Products,Amount of Gold Products,Num of Deals Purchases,Num of Web Purchases,Num of Catalog Purchases,Num of Store Purchases,Num of Web Visits Month,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Total Num of Purchases,Total Amount,Age,Age Group,Campaign Participation
3083,1974,Bachelor,In Relationship,1,1,2013-07-26,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,0,13,373,51,Paruh Baya (51-65),No
8953,1965,Master,Single,2,1,2013-05-06,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,4,35,60,Paruh Baya (51-65),No
1503,1976,PhD,In Relationship,1,1,2013-06-03,31,85,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0,1,107,49,Dewasa (36-50),No
8650,1978,Bachelor,Single,1,1,2013-03-18,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,0,4,42,47,Dewasa (36-50),No
10862,1960,Master,In Relationship,0,1,2012-08-17,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,0,12,326,65,Paruh Baya (51-65),No
2782,1961,PhD,In Relationship,0,1,2013-07-11,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,14,404,64,Paruh Baya (51-65),No
6941,1971,Bachelor,Single,0,0,2013-07-14,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,0,5,95,54,Paruh Baya (51-65),No
10972,1949,Bachelor,Single,0,0,2014-03-10,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,0,13,939,76,Lansia (>65),Yes
10708,1978,Below Bachelor's Degree,Single,1,0,2013-12-28,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,0,4,33,47,Dewasa (36-50),No
6583,1955,Below Bachelor's Degree,In Relationship,0,0,2013-06-03,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,20,981,70,Lansia (>65),Yes
3641,1976,Bachelor,In Relationship,1,0,2013-01-20,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,0,5,36,49,Dewasa (36-50),No
10156,1975,Bachelor,Single,0,1,2013-06-03,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,0,19,1237,50,Dewasa (36-50),No
4299,1960,Bachelor,In Relationship,0,1,2012-09-21,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,1,27,1825,65,Paruh Baya (51-65),Yes
3469,1977,PhD,Single,1,1,2012-09-06,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,0,6,103,48,Dewasa (36-50),No
5063,1977,Bachelor,Single,1,0,2012-12-18,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,0,9,191,48,Dewasa (36-50),No
10727,1970,PhD,In Relationship,1,0,2013-11-19,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0,23,1586,55,Paruh Baya (51-65),No
9624,1958,PhD,In Relationship,0,0,2014-06-13,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,0,13,963,67,Lansia (>65),No
5156,1970,Below Bachelor's Degree,In Relationship,0,1,2014-01-15,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,21,889,55,Paruh Baya (51-65),No
4376,1960,Below Bachelor's Degree,Single,0,0,2014-02-15,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,1,6,93,65,Paruh Baya (51-65),Yes
8923,1973,Bachelor,Single,0,0,2013-04-18,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,1,20,1587,52,Paruh Baya (51-65),Yes
8461,1962,Bachelor,Single,2,1,2014-03-10,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,3,16,63,Paruh Baya (51-65),No
6945,1952,Bachelor,Single,0,0,2013-06-04,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,0,31,1375,73,Lansia (>65),No
944,1962,Bachelor,In Relationship,0,1,2013-01-08,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,0,13,393,63,Paruh Baya (51-65),No
1907,1950,Master,Single,0,1,2012-09-28,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,1,21,1477,75,Lansia (>65),Yes
701,1971,Bachelor,In Relationship,0,1,2013-11-06,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,0,16,1179,54,Paruh Baya (51-65),Yes
3856,1960,Bachelor,In Relationship,0,1,2012-10-05,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,22,1005,65,Paruh Baya (51-65),No
4149,1948,PhD,In Relationship,0,0,2014-05-13,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0,20,1348,77,Lansia (>65),No
2131,1959,PhD,Single,0,1,2012-12-30,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,0,19,1307,66,Lansia (>65),No
2942,1964,Bachelor,Single,0,1,2013-05-07,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,0,13,486,61,Paruh Baya (51-65),Yes
1173,1947,Master,In Relationship,0,0,2013-03-10,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,1,12,2252,78,Lansia (>65),Yes
4381,1971,PhD,In Relationship,1,1,2013-08-18,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0,10,235,54,Paruh Baya (51-65),No
4611,1970,Bachelor,In Relationship,0,0,2013-01-21,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,1,30,1724,55,Paruh Baya (51-65),Yes
3376,1970,Master,Single,1,0,2013-12-13,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,0,10,235,55,Paruh Baya (51-65),No
4679,1977,Master,In Relationship,0,1,2014-05-23,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,0,25,1092,48,Dewasa (36-50),No
10928,1958,Bachelor,In Relationship,0,1,2013-09-16,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0,15,599,67,Lansia (>65),No
4248,1960,Master,Single,0,0,2014-02-17,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,19,2008,65,Paruh Baya (51-65),Yes
6728,1985,Bachelor,In Relationship,1,0,2012-08-27,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,0,4,48,40,Dewasa (36-50),No
6661,1974,Bachelor,In Relationship,0,1,2012-08-12,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,27,1174,51,Paruh Baya (51-65),No
4725,1950,PhD,In Relationship,0,1,2014-04-13,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,0,6,67,75,Lansia (>65),No
3277,1955,Bachelor,Single,0,1,2012-08-03,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,0,13,365,70,Lansia (>65),No
5555,1975,Bachelor,Single,0,0,2014-02-07,81,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,50,Dewasa (36-50),No
2564,1953,Bachelor,In Relationship,0,1,2014-01-04,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,0,8,165,72,Lansia (>65),No
946,1958,Below Bachelor's Degree,In Relationship,0,0,2012-09-22,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,9,210,67,Lansia (>65),No
3867,1947,PhD,In Relationship,0,1,2013-08-31,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0,25,1095,78,Lansia (>65),No
6940,1966,PhD,Single,1,2,2013-10-21,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,0,8,223,59,Paruh Baya (51-65),Yes
55,1963,Bachelor,In Relationship,0,1,2012-12-07,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,0,18,597,62,Paruh Baya (51-65),No
7093,1985,Bachelor,In Relationship,1,0,2013-11-14,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,3,22,40,Dewasa (36-50),No
5084,1975,Bachelor,Single,0,1,2013-12-25,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,23,1064,50,Dewasa (36-50),No
1777,1980,Below Bachelor's Degree,In Relationship,0,0,2012-09-07,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0,5,74,45,Dewasa (36-50),No
8162,1956,Master,In Relationship,0,0,2013-01-01,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,0,4,26,69,Lansia (>65),No
10826,1959,Bachelor,In Relationship,0,0,2012-12-28,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,4,60,66,Lansia (>65),No
8754,1974,PhD,In Relationship,0,1,2013-05-16,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0,3,20,51,Paruh Baya (51-65),No
1987,1987,Below Bachelor's Degree,Single,1,0,2013-09-25,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,0,5,59,38,Dewasa (36-50),No
11007,1968,PhD,In Relationship,1,0,2013-05-09,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,0,4,34,57,Paruh Baya (51-65),No
7426,1971,Below Bachelor's Degree,In Relationship,1,1,2013-11-07,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,9,198,54,Paruh Baya (51-65),No
9153,1964,PhD,In Relationship,0,1,2013-07-29,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,0,25,1048,61,Paruh Baya (51-65),No
10379,1962,Master,Single,0,2,2013-11-08,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,0,16,574,63,Paruh Baya (51-65),No
9204,1970,Bachelor,Single,0,1,2012-09-12,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,0,13,1029,55,Paruh Baya (51-65),No
3197,1980,Bachelor,In Relationship,0,1,2013-12-16,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,0,18,670,45,Dewasa (36-50),No
2920,1975,PhD,Single,0,1,2012-12-01,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,14,990,50,Dewasa (36-50),No
6961,1974,Bachelor,In Relationship,2,0,2014-05-22,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0,3,11,51,Paruh Baya (51-65),No
4673,1963,PhD,In Relationship,0,1,2012-10-30,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,1,18,1241,62,Paruh Baya (51-65),Yes
9937,1979,Bachelor,Single,0,0,2014-01-02,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,0,16,576,46,Dewasa (36-50),No
8779,1985,Below Bachelor's Degree,In Relationship,1,0,2013-06-16,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,1,8,172,40,Dewasa (36-50),Yes
9596,1980,PhD,Single,0,0,2013-12-23,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,0,19,664,45,Dewasa (36-50),No
2891,1963,Bachelor,Single,0,1,2013-10-18,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,21,928,62,Paruh Baya (51-65),No
4910,1967,Bachelor,Single,0,0,2012-08-30,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,0,29,2074,58,Paruh Baya (51-65),No
75,1982,Below Bachelor's Degree,In Relationship,0,0,2013-07-25,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,0,14,467,43,Dewasa (36-50),No
10120,1955,Bachelor,In Relationship,0,1,2013-10-24,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,0,10,257,70,Lansia (>65),No
6327,1967,Bachelor,In Relationship,0,0,2013-12-19,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,0,16,1146,58,Paruh Baya (51-65),No
10142,1976,PhD,Single,0,1,2013-03-07,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,0,18,689,49,Dewasa (36-50),No
9826,1972,PhD,Single,0,0,2012-09-12,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,1,21,2114,53,Paruh Baya (51-65),Yes
1501,1982,PhD,In Relationship,0,0,2012-08-04,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,0,0,0,0,0,29,1717,43,Dewasa (36-50),No
10767,1989,PhD,In Relationship,0,0,2014-05-16,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,0,20,1346,36,Dewasa (36-50),Yes
7279,1969,PhD,In Relationship,0,0,2013-09-30,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,0,14,1044,56,Paruh Baya (51-65),No
7230,1960,PhD,Single,0,1,2012-10-04,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,1,16,493,65,Paruh Baya (51-65),Yes
143,1970,Bachelor,Single,0,0,2013-08-25,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,0,12,957,55,Paruh Baya (51-65),No
450,1958,Master,In Relationship,0,1,2013-07-12,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,0,9,270,67,Lansia (>65),No
9316,1952,Below Bachelor's Degree,In Relationship,0,0,2013-11-02,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,0,4,29,73,Lansia (>65),No
6379,1949,Master,Single,1,1,2013-05-29,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,1,6,121,76,Lansia (>65),Yes
9239,1961,Master,In Relationship,0,2,2013-07-26,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,0,7,126,64,Paruh Baya (51-65),No
8315,1995,Bachelor,Single,0,0,2014-03-26,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,0,3,23,30,Dewasa Muda (26-35),No
2868,1949,PhD,Single,1,1,2013-04-08,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,1,5,57,76,Lansia (>65),Yes
10888,1961,Bachelor,Single,0,0,2013-11-03,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,0,18,636,64,Paruh Baya (51-65),No
1277,1960,Bachelor,In Relationship,0,0,2014-04-09,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,0,27,1004,65,Paruh Baya (51-65),Yes
9977,1973,Bachelor,Single,0,1,2013-09-17,99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,0,17,734,52,Paruh Baya (51-65),No
10196,1978,Bachelor,In Relationship,2,0,2014-03-12,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,0,18,614,47,Dewasa (36-50),No
6384,1978,Bachelor,Single,0,1,2014-02-11,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,0,18,1453,47,Dewasa (36-50),Yes
8029,1988,Master,Single,0,0,2014-04-29,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,1,14,1621,37,Dewasa (36-50),Yes
968,1968,Master,Single,1,0,2013-12-26,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,9,187,57,Paruh Baya (51-65),No
6988,1986,Bachelor,In Relationship,1,0,2013-01-10,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0,20,1443,39,Dewasa (36-50),Yes
4472,1970,PhD,Single,1,0,2014-06-27,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,0,5,57,55,Paruh Baya (51-65),No
6991,1951,Bachelor,Single,0,1,2013-04-10,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,0,18,637,74,Lansia (>65),No
3336,1948,PhD,In Relationship,0,1,2013-11-21,96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,0,11,948,77,Lansia (>65),Yes
4301,1971,Master,In Relationship,1,0,2013-01-10,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1,4,59,54,Paruh Baya (51-65),Yes
1940,1986,Bachelor,In Relationship,1,0,2013-07-12,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,0,3,18,39,Dewasa (36-50),No
1272,1965,Master,Single,0,1,2012-10-21,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,0,22,903,60,Paruh Baya (51-65),No
1388,1975,Bachelor,Single,1,0,2013-02-20,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,6,112,50,Dewasa (36-50),No
1044,1953,Bachelor,In Relationship,0,0,2013-05-14,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,0,17,596,72,Lansia (>65),No
6969,1982,Bachelor,In Relationship,1,0,2013-08-07,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,0,10,233,43,Dewasa (36-50),No
10479,1975,PhD,In Relationship,0,0,2012-12-07,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,0,10,1511,50,Dewasa (36-50),No
3619,1960,Below Bachelor's Degree,Single,0,0,2012-09-23,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,0,1,16,1152,65,Paruh Baya (51-65),Yes
1715,1978,Bachelor,In Relationship,1,0,2013-02-11,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,0,5,48,47,Dewasa (36-50),No
10159,1970,Bachelor,Single,0,1,2013-03-31,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,0,25,1185,55,Paruh Baya (51-65),No
1463,1958,Bachelor,Single,1,1,2014-03-29,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,0,3,21,67,Lansia (>65),No
5114,1965,Master,In Relationship,0,1,2012-12-19,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,0,14,965,60,Paruh Baya (51-65),No
4990,1954,Bachelor,In Relationship,0,0,2013-05-02,90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,0,20,869,71,Lansia (>65),No
4329,1984,PhD,In Relationship,1,0,2014-05-23,43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,0,4,16,41,Dewasa (36-50),No
10936,1965,Bachelor,In Relationship,0,0,2013-02-13,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,0,15,1947,60,Paruh Baya (51-65),No
4692,1976,Bachelor,In Relationship,1,0,2012-08-01,19,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,0,1,7,71,49,Dewasa (36-50),Yes
7212,1966,Bachelor,In Relationship,0,1,2014-06-08,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0,5,65,59,Paruh Baya (51-65),No
6086,1955,Bachelor,In Relationship,0,0,2013-11-23,62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,0,23,1380,70,Lansia (>65),Yes
437,1976,Master,Single,0,0,2014-01-25,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,0,22,1027,49,Dewasa (36-50),No
11171,1965,Master,In Relationship,2,1,2013-10-11,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,0,14,411,60,Paruh Baya (51-65),No
11101,1991,Bachelor,In Relationship,0,0,2013-04-15,17,412,22,132,59,28,183,1,11,6,8,4,0,0,1,0,0,0,0,25,836,34,Dewasa Muda (26-35),Yes
5329,1949,PhD,Single,1,1,2013-09-27,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,0,3,11,76,Lansia (>65),No
610,1953,PhD,In Relationship,1,1,2012-08-07,60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,0,15,480,72,Lansia (>65),No
9384,1978,Bachelor,In Relationship,1,1,2013-06-12,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,0,16,606,47,Dewasa (36-50),No
5956,1948,PhD,Single,1,2,2013-10-16,74,144,2,99,7,2,30,5,6,1,4,8,0,0,0,0,0,0,0,11,284,77,Lansia (>65),No
10430,1973,Bachelor,Single,1,1,2013-10-09,22,1126,28,211,37,28,42,3,4,3,4,5,0,1,1,1,0,0,0,11,1472,52,Paruh Baya (51-65),Yes
7875,1949,Bachelor,In Relationship,0,0,2014-04-29,46,967,0,617,43,50,0,1,4,8,13,2,0,1,1,1,0,0,1,25,1677,76,Lansia (>65),Yes
7072,1973,Bachelor,In Relationship,0,1,2013-03-29,69,432,79,341,177,136,170,2,8,5,4,4,0,0,0,0,0,0,0,17,1335,52,Paruh Baya (51-65),No
6255,1952,Master,In Relationship,0,1,2014-06-03,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,0,12,334,73,Lansia (>65),No
6516,1989,Below Bachelor's Degree,In Relationship,1,0,2013-03-18,37,0,0,1,7,4,6,1,1,0,2,7,0,0,0,0,0,0,0,3,18,36,Dewasa (36-50),No
5564,1969,Bachelor,In Relationship,0,1,2012-08-09,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,0,18,1338,56,Paruh Baya (51-65),No
5682,1953,PhD,Single,0,1,2013-03-23,8,948,10,86,13,21,21,4,6,9,11,5,0,0,0,0,0,0,0,26,1099,72,Lansia (>65),No
7458,1956,Master,In Relationship,1,1,2013-03-06,26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,0,6,97,69,Lansia (>65),No
5237,1950,PhD,Single,1,2,2014-01-01,79,28,1,21,3,0,10,3,2,1,3,5,0,0,0,0,0,0,0,6,63,75,Lansia (>65),No
7761,1978,Below Bachelor's Degree,In Relationship,1,0,2013-08-01,71,13,11,24,13,8,40,2,3,0,4,6,0,0,0,0,0,0,0,7,109,47,Dewasa (36-50),No
5278,1964,Bachelor,In Relationship,0,0,2014-01-25,83,307,26,360,138,31,40,1,6,9,5,3,0,0,0,1,0,0,0,20,902,61,Paruh Baya (51-65),Yes
3560,1952,Bachelor,In Relationship,0,0,2013-05-12,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,19,1574,73,Lansia (>65),Yes
7235,1975,Below Bachelor's Degree,In Relationship,1,0,2013-12-09,37,2,5,12,4,8,7,3,2,0,4,5,0,0,0,0,0,0,0,6,38,50,Dewasa (36-50),No
10548,1995,Bachelor,Single,0,0,2014-03-09,30,283,17,372,138,106,44,1,3,8,12,1,0,0,0,0,0,0,0,23,960,30,Dewasa Muda (26-35),No
2281,1970,Bachelor,Single,1,0,2013-09-15,34,4,3,7,0,3,11,1,1,0,2,7,1,0,0,0,0,0,0,3,28,55,Paruh Baya (51-65),Yes
4073,1954,Below Bachelor's Degree,In Relationship,0,0,2014-01-29,0,769,80,252,15,34,65,1,10,10,7,6,1,0,0,0,0,0,1,27,1215,71,Lansia (>65),Yes
6974,1972,PhD,In Relationship,0,0,2013-12-31,89,518,42,742,55,56,84,1,6,10,5,2,0,0,0,0,0,0,0,21,1497,53,Paruh Baya (51-65),No
7938,1958,PhD,In Relationship,0,1,2013-10-03,92,350,8,66,17,4,4,2,3,2,10,3,0,0,0,0,0,0,0,15,449,67,Lansia (>65),No
7094,1975,Bachelor,Single,0,1,2013-12-25,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,23,1064,50,Dewasa (36-50),No
3667,1969,Bachelor,In Relationship,0,0,2013-02-28,20,778,178,689,41,27,44,1,8,5,11,8,0,1,1,1,0,0,1,24,1757,56,Paruh Baya (51-65),Yes
7723,1979,Bachelor,In Relationship,0,0,2014-05-02,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,20,1440,46,Dewasa (36-50),No
3870,1978,Below Bachelor's Degree,In Relationship,0,0,2013-02-09,28,359,35,314,93,116,89,1,7,3,13,4,0,0,0,0,0,0,0,23,1006,47,Dewasa (36-50),No
4012,1972,PhD,In Relationship,0,1,2012-08-11,55,799,12,375,16,12,12,5,7,6,5,6,0,0,0,0,0,0,1,18,1226,53,Paruh Baya (51-65),Yes
5909,1964,Bachelor,In Relationship,0,1,2013-09-19,25,895,10,101,13,0,152,5,3,4,8,8,0,0,0,0,0,0,0,15,1171,61,Paruh Baya (51-65),No
10470,1979,Master,In Relationship,1,0,2013-03-15,0,40,2,23,0,4,23,2,2,1,3,4,0,0,0,0,0,0,0,6,92,46,Dewasa (36-50),No
6488,1959,PhD,In Relationship,0,1,2014-04-06,86,76,0,7,0,0,16,1,3,2,2,5,0,0,0,0,0,0,0,7,99,66,Lansia (>65),No
10270,1981,Below Bachelor's Degree,In Relationship,1,0,2013-10-03,8,11,5,22,12,5,11,2,3,0,3,7,0,0,0,0,0,0,0,6,66,44,Dewasa (36-50),No
6887,1967,Bachelor,Single,1,1,2014-04-24,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,17,564,58,Paruh Baya (51-65),No
6406,1988,Master,In Relationship,0,0,2013-10-28,13,647,107,391,175,67,40,1,6,4,10,3,0,0,0,0,0,0,0,20,1427,37,Dewasa (36-50),No
7573,1978,PhD,Single,1,0,2013-05-10,12,39,1,9,2,1,34,1,2,1,2,7,1,0,0,0,0,0,1,5,86,47,Dewasa (36-50),Yes
4508,1952,Bachelor,Single,0,0,2014-05-22,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,0,18,833,73,Lansia (>65),No
221,1955,Bachelor,In Relationship,0,1,2013-04-27,90,138,3,38,4,0,59,3,3,2,4,6,0,0,0,0,0,0,0,9,242,70,Lansia (>65),No
5331,1977,Bachelor,In Relationship,0,0,2012-09-11,8,587,51,898,247,0,86,1,3,6,7,2,0,0,0,0,0,0,0,16,1869,48,Dewasa (36-50),No
1911,1987,Bachelor,In Relationship,0,0,2012-09-05,6,595,97,291,127,133,121,1,11,5,12,6,0,0,0,0,0,0,0,28,1364,38,Dewasa (36-50),No
20,1965,Below Bachelor's Degree,In Relationship,0,1,2013-09-01,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,7,183,60,Paruh Baya (51-65),No
8786,1956,Master,In Relationship,0,1,2013-05-26,52,301,7,74,10,0,58,4,6,1,7,6,0,0,0,0,0,0,0,14,450,69,Lansia (>65),No
10582,1979,Bachelor,In Relationship,0,1,2013-07-03,3,180,32,348,76,32,90,2,5,2,12,2,0,0,0,0,0,0,0,19,758,46,Dewasa (36-50),No
1915,1951,PhD,In Relationship,0,0,2013-12-12,57,794,115,243,150,0,205,1,8,5,6,3,0,0,0,0,0,0,0,19,1507,74,Lansia (>65),No
8897,1965,Bachelor,Single,1,1,2013-04-24,9,392,5,91,28,26,112,8,7,3,7,8,0,0,0,0,0,0,1,17,654,60,Paruh Baya (51-65),Yes
2371,1972,Bachelor,In Relationship,1,1,2013-04-13,22,39,1,22,3,4,12,3,2,0,4,7,0,0,0,0,0,0,0,6,81,53,Paruh Baya (51-65),No
4303,1957,PhD,In Relationship,0,1,2012-12-08,76,107,2,12,2,2,12,0,0,0,1,20,0,0,0,0,0,0,0,1,137,68,Lansia (>65),No
6825,1953,Bachelor,In Relationship,1,1,2013-03-06,86,13,0,3,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,3,16,72,Lansia (>65),No
1072,1965,PhD,Single,0,1,2013-08-30,64,70,0,17,0,0,6,2,2,1,3,6,0,0,0,0,0,0,0,6,93,60,Paruh Baya (51-65),No
